2021-01-04	4.5485
2021-01-05	4.5446
2021-01-07	4.4973
2021-01-08	4.5189
2021-01-11	4.5325
2021-01-12	4.5228
2021-01-13	4.5272
2021-01-14	4.5407
2021-01-15	4.548
2021-01-18	4.5473
2021-01-19	4.5342
2021-01-20	4.5237
2021-01-21	4.531
2021-01-22	4.5354
2021-01-25	4.5436
2021-01-26	4.5497
2021-01-27	4.5468
2021-01-28	4.5479
2021-01-29	4.5385
2021-02-01	4.5137
2021-02-02	4.5025
2021-02-03	4.4906
2021-02-04	4.4958
2021-02-05	4.4978
2021-02-08	4.4867
2021-02-09	4.4773
2021-02-10	4.4809
2021-02-11	4.5023
2021-02-12	4.5029
2021-02-15	4.4836
2021-02-16	4.4891
2021-02-17	4.4998
2021-02-18	4.4857
2021-02-19	4.4892
2021-02-22	4.4963
2021-02-23	4.5093
2021-02-24	4.5176
2021-02-25	4.5143
2021-02-26	4.5175
2021-03-01	4.5231
2021-03-02	4.5345
2021-03-03	4.5393
2021-03-04	4.554
2021-03-05	4.5793
2021-03-08	4.5903
2021-03-09	4.5844
2021-03-10	4.5718
2021-03-11	4.5805
2021-03-12	4.5909
2021-03-15	4.5836
2021-03-16	4.5949
2021-03-17	4.6065
2021-03-18	4.6224
2021-03-19	4.6226
2021-03-22	4.6138
2021-03-23	4.6073
2021-03-24	4.6273
2021-03-25	4.6358
2021-03-26	4.6353
2021-03-29	4.656
2021-03-30	4.6519
2021-03-31	4.6603
2021-04-01	4.6239
2021-04-02	4.5933
2021-04-06	4.6041
2021-04-07	4.5897
2021-04-08	4.5581
2021-04-09	4.5414
2021-04-12	4.533
2021-04-13	4.5627
2021-04-14	4.5552
2021-04-15	4.5546
2021-04-16	4.5481
2021-04-19	4.5474
2021-04-20	4.5541
2021-04-21	4.5567
2021-04-22	4.5562
2021-04-23	4.5649
2021-04-26	4.5565
2021-04-27	4.5613
2021-04-28	4.5811
2021-04-29	4.5782
2021-04-30	4.5654
2021-05-04	4.5539
2021-05-05	4.5752
2021-05-06	4.5829
2021-05-07	4.5764
2021-05-10	4.5631
2021-05-11	4.5628
2021-05-12	4.5453
2021-05-13	4.5447
2021-05-14	4.5316
2021-05-17	4.5298
2021-05-18	4.5272
2021-05-19	4.5306
2021-05-20	4.5189
2021-05-21	4.4958
2021-05-24	4.4877
2021-05-25	4.4806
2021-05-26	4.4914
2021-05-27	4.498
2021-05-28	4.4845
2021-05-31	4.4805
2021-06-01	4.4749
2021-06-02	4.4654
2021-06-04	4.4734
2021-06-07	4.4581
2021-06-08	4.4674
2021-06-09	4.4541	<--MIN
2021-06-10	4.48
2021-06-11	4.4723
2021-06-14	4.5027
2021-06-15	4.5306
2021-06-16	4.5285
2021-06-17	4.5309
2021-06-18	4.5503
2021-06-21	4.5442
2021-06-22	4.5366
2021-06-23	4.52
2021-06-24	4.5302
2021-06-25	4.5085
2021-06-28	4.5092
2021-06-29	4.5123
2021-06-30	4.5208
2021-07-01	4.5187
2021-07-02	4.5257
2021-07-05	4.5083
2021-07-06	4.5036
2021-07-07	4.5197
2021-07-08	4.5414
2021-07-09	4.5467
2021-07-12	4.5559
2021-07-13	4.5662
2021-07-14	4.5904
2021-07-15	4.5777
2021-07-16	4.5865
2021-07-19	4.5877
2021-07-20	4.5983
2021-07-21	4.5983
2021-07-22	4.5773
2021-07-23	4.5747
2021-07-26	4.5858
2021-07-27	4.5954
2021-07-28	4.5955
2021-07-29	4.5866
2021-07-30	4.5731
2021-08-02	4.5611
2021-08-03	4.5533
2021-08-04	4.5468
2021-08-05	4.5555
2021-08-06	4.5495
2021-08-09	4.5709
2021-08-10	4.5681
2021-08-11	4.5854
2021-08-12	4.59
2021-08-13	4.5718
2021-08-16	4.5651
2021-08-17	4.5691
2021-08-18	4.5547
2021-08-19	4.5843
2021-08-20	4.588
2021-08-23	4.5876
2021-08-24	4.5848
2021-08-25	4.5679
2021-08-26	4.5758
2021-08-27	4.5803
2021-08-30	4.5691
2021-08-31	4.5374
2021-09-01	4.5184
2021-09-02	4.5067
2021-09-03	4.5124
2021-09-06	4.5134
2021-09-07	4.5181
2021-09-08	4.5175
2021-09-09	4.5315
2021-09-10	4.5499
2021-09-13	4.5386
2021-09-14	4.5559
2021-09-15	4.5502
2021-09-16	4.5736
2021-09-17	4.5789
2021-09-20	4.5999
2021-09-21	4.6154
2021-09-22	4.6308
2021-09-23	4.6012
2021-09-24	4.6085
2021-09-27	4.5912
2021-09-28	4.6192
2021-09-29	4.6287
2021-09-30	4.6329
2021-10-01	4.5941
2021-10-04	4.5716
2021-10-05	4.6034
2021-10-06	4.6203
2021-10-07	4.5472
2021-10-08	4.5956
2021-10-11	4.612
2021-10-12	4.5859
2021-10-13	4.5806
2021-10-14	4.577
2021-10-15	4.5733
2021-10-18	4.5715
2021-10-19	4.5717
2021-10-20	4.5841
2021-10-21	4.593
2021-10-22	4.6072
2021-10-25	4.6018
2021-10-26	4.6134
2021-10-27	4.6165
2021-10-28	4.6284
2021-10-29	4.6208
2021-11-02	4.6129
2021-11-03	4.6
2021-11-04	4.5987
2021-11-05	4.6065
2021-11-08	4.595
2021-11-09	4.5942
2021-11-10	4.6007
2021-11-12	4.6412
2021-11-15	4.6365
2021-11-16	4.6652
2021-11-17	4.6614
2021-11-18	4.6592
2021-11-19	4.6844
2021-11-22	4.721	<--MAX
2021-11-23	4.7171
2021-11-24	4.6811
2021-11-25	4.6688
2021-11-26	4.7038
2021-11-29	4.6982
2021-11-30	4.6834
2021-12-01	4.6494
2021-12-02	4.6002
2021-12-03	4.5934
2021-12-06	4.5889
2021-12-07	4.5991
2021-12-08	4.5941
2021-12-09	4.6226
2021-12-10	4.6129
2021-12-13	4.6204
2021-12-14	4.6436
2021-12-15	4.6214
2021-12-16	4.6315
2021-12-17	4.6334
2021-12-20	4.6381
2021-12-21	4.6238
2021-12-22	4.6244
2021-12-23	4.6359
2021-12-24	4.6252
2021-12-27	4.6239
2021-12-28	4.6028
2021-12-29	4.5997
2021-12-30	4.5915
2021-12-31	4.5994
